Age,Gender,Income,Education,Nationality,MonthlySpend,PurchaseFreq,PlatformsUsed,MainInfluencerTier,AdFormat,InfluencerCount,MostTrustedPlatform,PurchasedFromInfluencer,WouldRecommend,PurchaseChallenge,InfluencerContentType,WillingnessToTry,WillingnessToPayExtra,MarketingEffectiveness,OnlineCommunityMember,BiggestTurnoff,DiscoveryChannel,PurchaseTimeAfterAd,PurchaseInfluencingFactors
34,Female,30k+,HighSchool,Other,250-500,Monthly,"Snapchat, TikTok, Instagram",Micro,Video,4-7,Snapchat,Yes,Yes,TooManyOptions,"Video, Reel",Neutral,No,HighlyEffective,Yes,Repetitive,OnlineSearch,Later,"Ingredients, Brand"
23,Female,10-20k,Bachelors,Emirati,1000+,Monthly,Snapchat,Macro,Video,1-3,Snapchat,Yes,Yes,NotSure,"Reel, Story",Neutral,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Brand, Price"
29,Female,5-10k,Masters,Expat-Arab,500-1000,Monthly,"Instagram, TikTok",Celebrity,Story,4-7,TikTok,Yes,Yes,TooManyOptions,Post,Unlikely,11-25%,HighlyEffective,Yes,Repetitive,SocialMedia,Later,"Price, Ingredients"
24,Male,5-10k,HighSchool,Expat-Arab,250-500,Monthly,YouTube,Micro,Video,1-3,YouTube,Yes,No,HardToFind,"Story, Post",VeryLikely,No,HighlyEffective,No,Inauthentic,OnlineSearch,Week,"Reviews, Influencer"
21,Male,10-20k,Bachelors,Expat-Arab,250-500,Monthly,"Instagram, Facebook, Snapchat",Macro,Post,1-3,Instagram,Yes,Yes,Expensive,"Story, Reel, Post",Likely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Ingredients, Price"
37,Female,<5k,Bachelors,Expat-Arab,<100,Rarely,YouTube,Macro,Story,1-3,YouTube,Yes,No,TooManyOptions,"Post, Reel, Video",Neutral,No,Neutral,Yes,Overpromo,FriendsFamily,Week,"Influencer, Brand"
44,Male,10-20k,HighSchool,Expat-Asian,1000+,Monthly,"Instagram, Snapchat",Mega,Video,1-3,Instagram,Yes,Yes,TooManyOptions,"Story, Reel, Video",VeryLikely,1-10%,Neutral,No,Unrelatable,Ads,Week,"Influencer, Reviews"
21,Male,30k+,Bachelors,Emirati,1000+,Weekly,Snapchat,Micro,Story,4-7,Snapchat,Yes,Yes,Expensive,"Story, Video",Likely,50%+,Neutral,No,Inauthentic,OnlineSearch,Month,"Friends, Brand"
34,Male,5-10k,Bachelors,Expat-Asian,<100,Monthly,"TikTok, Snapchat",Macro,Story,8+,TikTok,No,No,NotSure,"Story, Post, Reel",VeryUnlikely,11-25%,Neutral,No,Unrelatable,InStore,Never,"Price, Friends"
26,Female,20-30k,Bachelors,Emirati,100-250,Weekly,Snapchat,Macro,Story,1-3,Snapchat,Yes,Yes,Expensive,Story,Likely,1-10%,Neutral,No,Overpromo,InStore,Week,"Friends, Brand"
27,Female,20-30k,Masters,Emirati,<100,Monthly,YouTube,Macro,Reel,4-7,YouTube,No,No,HardToFind,"Story, Post, Reel",VeryUnlikely,1-10%,SomewhatEffective,Yes,Repetitive,SocialMedia,Never,"Price, Reviews"
26,Male,30k+,Masters,Expat-Western,100-250,Monthly,"YouTube, Facebook",Celebrity,Story,None,Facebook,No,No,NotTrusted,"Reel, Story",VeryLikely,No,NotEffective,No,Unrelatable,SocialMedia,Immediate,"Ingredients, Friends"
24,Male,30k+,Doctorate,Expat-Arab,500-1000,Monthly,"YouTube, Snapchat",Mega,Reel,4-7,YouTube,No,No,TooManyOptions,"Story, Video",Neutral,No,HighlyEffective,No,Inauthentic,FriendsFamily,Never,"Ingredients, Brand"
31,Male,10-20k,Bachelors,Expat-Western,100-250,Monthly,"TikTok, Snapchat",Micro,Video,1-3,Snapchat,No,No,Expensive,"Video, Reel, Story",Neutral,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Friends, Ingredients"
25,Female,30k+,Masters,Expat-Asian,<100,Quarterly,Facebook,Macro,Reel,None,Facebook,Yes,No,HardToFind,Post,Likely,1-10%,SomewhatEffective,No,Repetitive,FriendsFamily,Never,"Friends, Reviews"
32,Female,10-20k,Bachelors,Emirati,100-250,Quarterly,Instagram,Macro,Post,1-3,Instagram,No,No,NotTrusted,Post,VeryUnlikely,1-10%,NotEffective,No,Overpromo,FriendsFamily,Immediate,"Price, Brand"
30,Male,<5k,Bachelors,Other,1000+,Monthly,TikTok,Micro,Video,1-3,TikTok,No,No,Expensive,Video,VeryLikely,50%+,NotEffective,No,Overpromo,FriendsFamily,Never,"Influencer, Ingredients"
29,Male,10-20k,HighSchool,Expat-Arab,250-500,Monthly,"Instagram, YouTube, Facebook",Macro,Story,None,Facebook,No,Yes,NotSure,"Video, Reel",Unlikely,1-10%,Neutral,No,Unrelatable,SocialMedia,Week,"Brand, Influencer"
24,Male,10-20k,HighSchool,Expat-Western,100-250,Monthly,Facebook,Macro,Post,4-7,Facebook,Yes,Yes,NotSure,Video,Neutral,1-10%,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Influencer, Price"
26,Female,5-10k,Bachelors,Expat-Arab,<100,Quarterly,"YouTube, Facebook",Macro,Post,None,YouTube,Yes,Yes,Expensive,"Reel, Story",Likely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Influencer, Ingredients"
36,Female,10-20k,Bachelors,Expat-Western,1000+,Weekly,"Snapchat, Instagram",Celebrity,Reel,8+,Snapchat,Yes,Yes,HardToFind,"Reel, Post, Story",Unlikely,50%+,NotEffective,Yes,Overpromo,SocialMedia,Month,"Brand, Reviews"
34,Male,10-20k,Bachelors,Emirati,500-1000,Weekly,"Instagram, Snapchat",Micro,Post,1-3,Snapchat,No,No,NotTrusted,"Reel, Post, Story",Likely,11-25%,Neutral,No,Inauthentic,SocialMedia,Month,"Ingredients, Reviews"
24,Male,<5k,Bachelors,Expat-Asian,100-250,Quarterly,Instagram,Mega,Post,1-3,Instagram,No,No,Expensive,"Story, Post",Unlikely,26-50%,NotEffective,No,Inauthentic,OnlineSearch,Never,"Brand, Reviews"
31,Male,10-20k,Bachelors,Expat-Asian,<100,Monthly,"YouTube, Instagram",Macro,Story,1-3,Instagram,Yes,Yes,TooManyOptions,"Reel, Video",Likely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Ingredients, Brand"
36,Female,10-20k,Bachelors,Expat-Western,<100,Monthly,"YouTube, Snapchat",Macro,Story,1-3,Snapchat,Yes,Yes,NotSure,"Story, Reel, Video",Unlikely,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Influencer, Brand"
19,Male,10-20k,Bachelors,Expat-Western,<100,Monthly,"YouTube, Snapchat, TikTok",Mega,Reel,1-3,YouTube,No,No,NotTrusted,"Video, Post, Story",Neutral,1-10%,Neutral,Yes,Overpromo,SocialMedia,Week,"Brand, Ingredients"
34,Female,<5k,Masters,Expat-Western,250-500,Rarely,"Snapchat, TikTok, Instagram",Macro,Reel,1-3,Snapchat,Yes,Yes,TooManyOptions,"Post, Reel",VeryLikely,No,HighlyEffective,No,None,OnlineSearch,Month,"Friends, Price"
26,Female,<5k,Masters,Expat-Western,500-1000,Quarterly,"Snapchat, YouTube",Macro,Reel,1-3,Snapchat,No,No,NotTrusted,"Post, Reel, Video",Neutral,1-10%,NotEffective,Yes,Unrelatable,SocialMedia,Month,"Influencer, Brand"
34,Female,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,"Facebook, TikTok, Snapchat",Macro,Story,1-3,Snapchat,No,No,NotSure,"Video, Post, Story",VeryLikely,26-50%,SomewhatEffective,No,Repetitive,OnlineSearch,Later,"Ingredients, Price"
25,Male,20-30k,Bachelors,Expat-Arab,500-1000,Monthly,"Instagram, Snapchat, TikTok",Macro,Post,8+,TikTok,Yes,Yes,Expensive,Post,Likely,No,NotEffective,No,Inauthentic,FriendsFamily,Month,"Price, Reviews"
18,Male,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"Snapchat, Instagram",Mega,Video,1-3,Instagram,No,No,Expensive,Video,VeryLikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Price, Friends"
19,Female,10-20k,Masters,Expat-Arab,250-500,Rarely,Facebook,Mega,Post,1-3,Facebook,Yes,Yes,NotSure,"Post, Reel, Video",VeryLikely,11-25%,Neutral,No,Repetitive,OnlineSearch,Week,"Brand, Reviews"
31,Female,5-10k,Bachelors,Expat-Arab,250-500,Rarely,Instagram,Micro,Video,1-3,Instagram,Yes,Yes,TooManyOptions,"Video, Story, Reel",Likely,No,SomewhatEffective,No,Unrelatable,InStore,Week,"Brand, Influencer"
32,Female,5-10k,Bachelors,Expat-Asian,<100,Monthly,"Snapchat, YouTube",Micro,Post,4-7,Snapchat,No,No,NotTrusted,Post,Likely,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Reviews, Price"
24,Female,20-30k,HighSchool,Expat-Arab,100-250,Quarterly,YouTube,Macro,Video,4-7,YouTube,No,No,HardToFind,"Video, Post, Reel",Likely,1-10%,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Price, Influencer"
35,Male,10-20k,Bachelors,Expat-Asian,250-500,Monthly,"Facebook, TikTok, Snapchat",Micro,Story,1-3,Snapchat,Yes,No,NotTrusted,"Video, Story",Likely,No,NotEffective,Yes,Overpromo,Ads,Week,"Reviews, Price"
19,Female,<5k,Bachelors,Expat-Arab,<100,Monthly,"Instagram, YouTube",Macro,Story,None,Instagram,Yes,Yes,TooManyOptions,"Video, Reel, Story",Likely,11-25%,Neutral,No,Repetitive,SocialMedia,Immediate,"Ingredients, Friends"
30,Female,5-10k,Masters,Expat-Arab,100-250,Quarterly,YouTube,Micro,Reel,None,YouTube,Yes,Yes,TooManyOptions,"Reel, Story, Video",Neutral,1-10%,SomewhatEffective,No,Inauthentic,OnlineSearch,Later,"Reviews, Price"
22,Male,<5k,Bachelors,Expat-Asian,250-500,Monthly,YouTube,Macro,Reel,1-3,YouTube,Yes,Yes,NotSure,"Reel, Video",Neutral,11-25%,NotEffective,No,Unrelatable,SocialMedia,Immediate,"Friends, Price"
26,Female,10-20k,Bachelors,Expat-Western,1000+,Rarely,"YouTube, TikTok, Snapchat",Micro,Story,1-3,TikTok,Yes,Yes,NotSure,Post,Likely,11-25%,SomewhatEffective,No,Unrelatable,OnlineSearch,Later,"Price, Reviews"
31,Female,10-20k,Masters,Expat-Asian,100-250,Weekly,"Facebook, YouTube",Micro,Reel,8+,YouTube,Yes,Yes,Expensive,"Post, Reel, Story",Unlikely,11-25%,SomewhatEffective,No,None,FriendsFamily,Week,"Brand, Price"
24,Female,<5k,Masters,Expat-Asian,500-1000,Monthly,"Snapchat, Instagram",Macro,Reel,1-3,Snapchat,Yes,Yes,Expensive,Video,Neutral,No,HighlyEffective,Yes,Repetitive,OnlineSearch,Immediate,"Friends, Ingredients"
28,Female,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,"TikTok, Facebook, Instagram",Macro,Post,1-3,Facebook,Yes,Yes,NotSure,Reel,Neutral,No,NotEffective,Yes,Inauthentic,Ads,Month,"Price, Ingredients"
38,Female,5-10k,Bachelors,Expat-Asian,250-500,Quarterly,"Facebook, YouTube",Celebrity,Post,4-7,YouTube,Yes,Yes,NotSure,"Reel, Story, Video",Likely,No,SomewhatEffective,No,Unrelatable,SocialMedia,Month,"Price, Ingredients"
26,Female,20-30k,Bachelors,Emirati,250-500,Monthly,"YouTube, Facebook",Mega,Story,1-3,Facebook,No,No,NotSure,"Video, Story, Post",VeryLikely,1-10%,SomewhatEffective,Yes,Repetitive,FriendsFamily,Month,"Price, Brand"
36,Male,30k+,Masters,Expat-Arab,500-1000,Monthly,"TikTok, YouTube, Snapchat",Macro,Post,1-3,Snapchat,No,No,Expensive,Story,Unlikely,26-50%,NotEffective,Yes,Repetitive,InStore,Month,"Brand, Influencer"
23,Male,<5k,HighSchool,Expat-Arab,100-250,Monthly,"Instagram, Snapchat, Facebook",Micro,Reel,None,Facebook,Yes,Yes,NotTrusted,"Story, Video, Post",Unlikely,1-10%,Neutral,No,Repetitive,OnlineSearch,Week,"Ingredients, Brand"
34,Female,10-20k,Masters,Emirati,250-500,Monthly,Facebook,Mega,Post,1-3,Facebook,Yes,Yes,NotTrusted,"Reel, Story, Post",VeryLikely,11-25%,HighlyEffective,No,Repetitive,SocialMedia,Month,"Friends, Brand"
41,Male,5-10k,Bachelors,Expat-Arab,250-500,Rarely,"TikTok, YouTube",Mega,Story,8+,TikTok,Yes,Yes,NotSure,Story,Likely,No,Neutral,No,Inauthentic,SocialMedia,Month,"Price, Ingredients"
18,Male,5-10k,Bachelors,Other,100-250,Quarterly,"YouTube, Facebook, Instagram",Mega,Post,1-3,YouTube,Yes,Yes,NotTrusted,Reel,Neutral,No,NotEffective,No,Inauthentic,OnlineSearch,Week,"Price, Influencer"
25,Female,10-20k,HighSchool,Other,<100,Monthly,Instagram,Micro,Reel,1-3,Instagram,Yes,Yes,NotSure,"Reel, Story",Neutral,26-50%,HighlyEffective,No,Repetitive,OnlineSearch,Later,"Reviews, Ingredients"
35,Female,20-30k,Bachelors,Expat-Arab,<100,Monthly,"TikTok, Snapchat",Celebrity,Post,1-3,TikTok,No,No,NotSure,"Post, Story, Video",Unlikely,No,Neutral,No,Inauthentic,OnlineSearch,Month,"Brand, Ingredients"
29,Female,30k+,Bachelors,Emirati,<100,Weekly,Instagram,Micro,Post,4-7,Instagram,No,No,NotTrusted,"Video, Post",VeryLikely,11-25%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Reviews, Ingredients"
33,Female,10-20k,HighSchool,Expat-Arab,500-1000,Quarterly,"Snapchat, TikTok, YouTube",Macro,Post,1-3,TikTok,No,Yes,NotTrusted,Video,Likely,No,Neutral,No,Overpromo,OnlineSearch,Later,"Ingredients, Price"
26,Male,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"Snapchat, Instagram",Mega,Video,1-3,Instagram,Yes,Yes,NotSure,"Story, Video, Post",VeryLikely,26-50%,SomewhatEffective,No,Repetitive,OnlineSearch,Never,"Friends, Ingredients"
31,Male,10-20k,Doctorate,Expat-Western,100-250,Monthly,Snapchat,Micro,Post,8+,Snapchat,No,No,TooManyOptions,Post,Likely,1-10%,Neutral,No,Inauthentic,OnlineSearch,Month,"Reviews, Friends"
29,Male,5-10k,Bachelors,Expat-Arab,250-500,Monthly,"Snapchat, Instagram, YouTube",Mega,Reel,None,Instagram,No,No,NotSure,"Story, Post, Video",VeryLikely,11-25%,HighlyEffective,No,Unrelatable,SocialMedia,Week,"Reviews, Brand"
39,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,"TikTok, YouTube, Instagram",Micro,Post,1-3,Instagram,Yes,Yes,NotSure,"Reel, Story, Video",Unlikely,No,Neutral,No,Inauthentic,OnlineSearch,Never,"Ingredients, Brand"
32,Female,5-10k,HighSchool,Emirati,250-500,Weekly,"YouTube, TikTok, Snapchat",Celebrity,Post,1-3,TikTok,Yes,Yes,NotTrusted,"Reel, Story",Likely,1-10%,HighlyEffective,No,Inauthentic,Ads,Week,"Reviews, Influencer"
33,Male,10-20k,Bachelors,Other,<100,Monthly,"TikTok, Facebook, Instagram",Micro,Story,1-3,Facebook,Yes,Yes,HardToFind,Reel,Unlikely,26-50%,SomewhatEffective,Yes,Overpromo,InStore,Immediate,"Reviews, Price"
28,Female,5-10k,HighSchool,Expat-Arab,1000+,Rarely,"Facebook, TikTok, YouTube",Celebrity,Story,1-3,TikTok,Yes,Yes,TooManyOptions,"Post, Reel, Video",VeryLikely,26-50%,HighlyEffective,No,Inauthentic,FriendsFamily,Week,"Ingredients, Influencer"
27,Female,5-10k,Bachelors,Expat-Asian,500-1000,Quarterly,"Instagram, YouTube, Snapchat",Micro,Video,1-3,Instagram,No,Yes,NotSure,"Post, Story",Likely,No,Neutral,No,Repetitive,SocialMedia,Month,"Reviews, Influencer"
27,Female,20-30k,Masters,Expat-Arab,500-1000,Quarterly,"Instagram, TikTok, YouTube",Macro,Video,1-3,YouTube,Yes,Yes,NotSure,Story,Likely,No,SomewhatEffective,No,Repetitive,OnlineSearch,Never,"Brand, Price"
33,Female,<5k,Bachelors,Expat-Asian,100-250,Weekly,TikTok,Macro,Reel,1-3,TikTok,Yes,Yes,NotTrusted,"Post, Story",Likely,1-10%,SomewhatEffective,No,Repetitive,OnlineSearch,Month,"Price, Ingredients"
28,Male,10-20k,HighSchool,Expat-Arab,250-500,Monthly,"Instagram, Facebook",Macro,Reel,1-3,Facebook,Yes,Yes,NotSure,Reel,Unlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Never,"Friends, Brand"
33,Female,5-10k,Bachelors,Expat-Arab,<100,Quarterly,"TikTok, Snapchat",Micro,Story,1-3,Snapchat,Yes,Yes,Expensive,"Post, Reel, Story",Likely,11-25%,Neutral,No,Overpromo,SocialMedia,Week,"Ingredients, Brand"
45,Female,<5k,Bachelors,Expat-Western,<100,Monthly,Snapchat,Macro,Story,None,Snapchat,No,No,NotSure,"Story, Video",Likely,No,SomewhatEffective,Yes,Inauthentic,SocialMedia,Immediate,"Friends, Brand"
37,Female,<5k,Bachelors,Expat-Western,<100,Quarterly,"Instagram, YouTube, TikTok",Micro,Video,8+,YouTube,Yes,Yes,NotTrusted,"Post, Story",VeryLikely,No,Neutral,No,Inauthentic,InStore,Month,"Reviews, Friends"
28,Female,5-10k,Masters,Expat-Western,250-500,Quarterly,"Snapchat, Instagram",Macro,Reel,1-3,Instagram,No,No,Expensive,"Video, Post, Story",VeryLikely,1-10%,HighlyEffective,No,Overpromo,FriendsFamily,Never,"Reviews, Friends"
39,Female,20-30k,Masters,Expat-Asian,100-250,Weekly,"Instagram, Snapchat, TikTok",Micro,Reel,8+,TikTok,Yes,Yes,HardToFind,Reel,Neutral,1-10%,SomewhatEffective,No,Repetitive,Ads,Month,"Influencer, Brand"
28,Female,5-10k,Bachelors,Expat-Western,250-500,Quarterly,"Instagram, Snapchat",Celebrity,Post,None,Snapchat,Yes,Yes,HardToFind,"Video, Post, Reel",Likely,11-25%,SomewhatEffective,No,Inauthentic,SocialMedia,Immediate,"Price, Reviews"
18,Male,30k+,Bachelors,Emirati,<100,Rarely,"Facebook, Instagram, Snapchat",Micro,Post,1-3,Facebook,Yes,Yes,Expensive,"Story, Post",Neutral,50%+,NotEffective,No,Inauthentic,SocialMedia,Week,"Price, Brand"
23,Female,10-20k,Bachelors,Expat-Arab,100-250,Weekly,Snapchat,Micro,Video,1-3,Snapchat,No,No,Expensive,"Post, Video, Story",Neutral,No,HighlyEffective,No,Repetitive,SocialMedia,Week,"Price, Reviews"
18,Other,5-10k,HighSchool,Expat-Arab,250-500,Monthly,"Snapchat, YouTube, Facebook",Micro,Story,4-7,YouTube,Yes,No,NotSure,"Video, Post",VeryLikely,1-10%,HighlyEffective,No,Overpromo,OnlineSearch,Week,"Brand, Influencer"
28,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,"YouTube, Snapchat",Macro,Story,4-7,YouTube,Yes,Yes,NotSure,"Story, Video, Reel",VeryLikely,No,HighlyEffective,No,None,InStore,Immediate,"Price, Influencer"
31,Male,10-20k,Bachelors,Expat-Arab,250-500,Monthly,"Facebook, TikTok, Snapchat",Micro,Post,None,Facebook,Yes,Yes,TooManyOptions,Post,Neutral,No,SomewhatEffective,No,None,SocialMedia,Later,"Brand, Influencer"
42,Male,10-20k,Bachelors,Expat-Arab,100-250,Monthly,"Instagram, Facebook",Macro,Reel,4-7,Instagram,Yes,Yes,Expensive,"Reel, Story",Neutral,No,SomewhatEffective,No,Overpromo,FriendsFamily,Month,"Ingredients, Reviews"
33,Male,5-10k,Bachelors,Expat-Asian,500-1000,Monthly,"Snapchat, Instagram, YouTube",Mega,Post,1-3,Instagram,No,No,HardToFind,"Reel, Post",Likely,No,Neutral,No,Inauthentic,InStore,Month,"Reviews, Ingredients"
29,Female,5-10k,HighSchool,Expat-Western,250-500,Rarely,"TikTok, Facebook",Macro,Reel,1-3,TikTok,Yes,Yes,TooManyOptions,Story,VeryLikely,No,HighlyEffective,Yes,Repetitive,SocialMedia,Immediate,"Influencer, Brand"
36,Female,20-30k,Bachelors,Expat-Arab,100-250,Monthly,"Instagram, Snapchat",Macro,Post,8+,Instagram,Yes,Yes,NotTrusted,"Video, Story, Post",VeryLikely,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Immediate,"Friends, Ingredients"
18,Male,30k+,Bachelors,Expat-Arab,100-250,Weekly,"Snapchat, Facebook",Micro,Video,4-7,Facebook,Yes,Yes,Expensive,Video,Likely,26-50%,SomewhatEffective,No,Inauthentic,OnlineSearch,Month,"Ingredients, Price"
32,Female,20-30k,HighSchool,Expat-Arab,250-500,Quarterly,"YouTube, Instagram, TikTok",Macro,Reel,8+,Instagram,No,No,HardToFind,"Video, Story, Post",VeryLikely,11-25%,SomewhatEffective,No,Repetitive,OnlineSearch,Later,"Price, Reviews"
36,Female,5-10k,Masters,Expat-Arab,500-1000,Monthly,"Facebook, TikTok",Micro,Post,1-3,TikTok,Yes,Yes,NotTrusted,Story,Likely,50%+,Neutral,No,Overpromo,FriendsFamily,Month,"Friends, Price"
20,Female,10-20k,HighSchool,Expat-Arab,100-250,Quarterly,"Snapchat, TikTok, YouTube",Mega,Reel,None,Snapchat,No,No,HardToFind,Video,Likely,1-10%,HighlyEffective,No,Inauthentic,OnlineSearch,Later,"Brand, Ingredients"
39,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,Snapchat,Micro,Story,1-3,Snapchat,No,Yes,NotSure,"Video, Story",VeryLikely,No,NotEffective,No,Unrelatable,OnlineSearch,Later,"Influencer, Price"
33,Female,10-20k,HighSchool,Expat-Asian,500-1000,Monthly,Facebook,Macro,Post,1-3,Facebook,Yes,No,NotSure,"Video, Story",VeryLikely,No,SomewhatEffective,No,Repetitive,OnlineSearch,Week,"Reviews, Friends"
28,Female,5-10k,Masters,Expat-Asian,250-500,Monthly,"Instagram, TikTok",Macro,Video,4-7,TikTok,Yes,Yes,NotTrusted,"Post, Reel, Video",Unlikely,No,Neutral,No,Inauthentic,SocialMedia,Week,"Friends, Influencer"
35,Male,10-20k,Bachelors,Expat-Arab,100-250,Quarterly,"Snapchat, Instagram, YouTube",Mega,Story,None,Snapchat,Yes,Yes,NotSure,Reel,Neutral,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Month,"Brand, Influencer"
46,Female,5-10k,Bachelors,Expat-Western,100-250,Monthly,"TikTok, YouTube",Micro,Story,1-3,TikTok,No,No,TooManyOptions,"Post, Reel, Story",Unlikely,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Influencer, Ingredients"
32,Female,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,"TikTok, YouTube, Instagram",Macro,Post,1-3,YouTube,Yes,Yes,Expensive,Reel,Likely,1-10%,Neutral,No,Overpromo,SocialMedia,Week,"Brand, Price"
32,Female,20-30k,Masters,Expat-Asian,250-500,Monthly,"TikTok, YouTube, Facebook",Micro,Story,1-3,Facebook,Yes,Yes,Expensive,Reel,Neutral,No,Neutral,Yes,Repetitive,SocialMedia,Month,"Influencer, Reviews"
27,Female,5-10k,Masters,Expat-Western,100-250,Monthly,Facebook,Macro,Video,1-3,Facebook,No,Yes,Expensive,"Post, Video",Likely,No,SomewhatEffective,No,Unrelatable,Ads,Month,"Influencer, Reviews"
25,Female,<5k,Bachelors,Expat-Arab,1000+,Monthly,"YouTube, Instagram, TikTok",Mega,Story,1-3,TikTok,Yes,No,NotSure,Reel,Neutral,No,SomewhatEffective,No,Unrelatable,InStore,Never,"Reviews, Influencer"
36,Male,<5k,Masters,Emirati,100-250,Rarely,"Facebook, TikTok, YouTube",Macro,Video,4-7,YouTube,Yes,Yes,NotTrusted,"Story, Reel",VeryLikely,No,SomewhatEffective,No,Inauthentic,OnlineSearch,Week,"Price, Reviews"
25,Female,30k+,Masters,Expat-Western,100-250,Rarely,"Snapchat, YouTube",Macro,Video,None,YouTube,Yes,Yes,NotSure,"Reel, Post",VeryLikely,No,Neutral,No,Inauthentic,Ads,Week,"Ingredients, Reviews"
31,Male,10-20k,Masters,Expat-Arab,250-500,Monthly,"Facebook, TikTok",Mega,Post,4-7,Facebook,Yes,Yes,TooManyOptions,Story,Unlikely,11-25%,SomewhatEffective,Yes,Inauthentic,Ads,Month,"Ingredients, Price"
27,Male,5-10k,Bachelors,Expat-Asian,500-1000,Monthly,"Facebook, TikTok, Instagram",Macro,Post,None,TikTok,Yes,Yes,NotTrusted,Story,Neutral,No,Neutral,No,Inauthentic,OnlineSearch,Month,"Friends, Price"
34,Female,20-30k,Bachelors,Emirati,500-1000,Monthly,Snapchat,Macro,Video,1-3,Snapchat,Yes,Yes,TooManyOptions,"Video, Reel, Post",Unlikely,11-25%,SomewhatEffective,No,Inauthentic,InStore,Month,"Friends, Influencer"
33,Other,20-30k,Bachelors,Expat-Asian,100-250,Monthly,"Instagram, Snapchat",Macro,Story,1-3,Snapchat,No,Yes,TooManyOptions,"Video, Post, Story",Likely,No,HighlyEffective,No,Overpromo,SocialMedia,Never,"Ingredients, Brand"
38,Male,5-10k,Masters,Expat-Arab,250-500,Monthly,"Snapchat, Facebook",Macro,Post,4-7,Snapchat,Yes,Yes,Expensive,"Video, Story, Reel",Likely,No,SomewhatEffective,No,Inauthentic,InStore,Later,"Ingredients, Reviews"
27,Female,10-20k,Bachelors,Emirati,250-500,Quarterly,YouTube,Micro,Story,1-3,YouTube,No,No,TooManyOptions,"Post, Reel",Likely,11-25%,SomewhatEffective,No,Repetitive,SocialMedia,Month,"Reviews, Price"
29,Female,10-20k,Bachelors,Expat-Asian,100-250,Rarely,"YouTube, Snapchat",Mega,Reel,1-3,YouTube,No,No,HardToFind,"Post, Story",Neutral,1-10%,SomewhatEffective,No,Repetitive,InStore,Week,"Reviews, Price"
24,Male,10-20k,Bachelors,Expat-Arab,100-250,Monthly,"TikTok, Facebook, Instagram",Macro,Reel,1-3,Facebook,Yes,Yes,NotTrusted,"Reel, Post",Neutral,No,SomewhatEffective,Yes,Unrelatable,InStore,Month,"Reviews, Friends"
27,Female,<5k,Masters,Expat-Arab,100-250,Monthly,"Facebook, Snapchat, TikTok",Micro,Post,1-3,TikTok,No,No,HardToFind,"Video, Post",Unlikely,26-50%,Neutral,No,Inauthentic,SocialMedia,Month,"Price, Friends"
33,Female,20-30k,Masters,Emirati,100-250,Quarterly,"Instagram, Snapchat, Facebook",Mega,Post,4-7,Snapchat,Yes,No,TooManyOptions,"Story, Reel",VeryLikely,No,SomewhatEffective,No,Repetitive,Ads,Later,"Friends, Brand"
36,Female,10-20k,HighSchool,Expat-Arab,500-1000,Quarterly,"Snapchat, Facebook",Macro,Video,4-7,Facebook,No,No,NotTrusted,"Story, Reel",Neutral,No,Neutral,No,None,SocialMedia,Never,"Influencer, Brand"
24,Male,5-10k,Masters,Expat-Arab,100-250,Weekly,"Snapchat, Instagram",Micro,Reel,None,Instagram,No,No,NotSure,Post,Likely,11-25%,SomewhatEffective,No,Inauthentic,OnlineSearch,Month,"Ingredients, Friends"
37,Male,5-10k,Bachelors,Emirati,1000+,Monthly,"Instagram, Facebook",Macro,Reel,1-3,Facebook,Yes,No,Expensive,"Story, Reel, Video",VeryLikely,1-10%,NotEffective,No,Unrelatable,Ads,Month,"Influencer, Friends"
40,Female,<5k,Masters,Expat-Western,250-500,Monthly,"YouTube, TikTok",Mega,Reel,4-7,YouTube,Yes,No,NotSure,"Post, Story, Reel",Likely,No,NotEffective,No,Repetitive,SocialMedia,Immediate,"Ingredients, Reviews"
